steps,success,collided,spawn_rate,strategy,start_pos
197,False,True,0.08,uniform,"(1, 28)"
68,False,True,0.08,uniform,"(28, 1)"
37,False,True,0.08,uniform,"(28, 28)"
196,False,True,0.08,uniform,"(1, 28)"
160,False,True,0.08,uniform,"(28, 1)"
97,False,True,0.08,uniform,"(28, 28)"
53,True,False,0.08,uniform,"(1, 28)"
148,False,True,0.08,uniform,"(28, 1)"
17,False,True,0.08,uniform,"(28, 28)"
190,True,False,0.08,uniform,"(1, 28)"
109,False,True,0.08,uniform,"(28, 1)"
133,False,True,0.08,uniform,"(28, 28)"
251,False,False,0.08,uniform,"(1, 28)"
187,False,True,0.08,uniform,"(28, 1)"
33,False,True,0.08,uniform,"(28, 28)"
101,False,True,0.08,uniform,"(1, 28)"
76,False,True,0.08,uniform,"(28, 1)"
178,False,True,0.08,uniform,"(28, 28)"
251,False,False,0.08,uniform,"(1, 28)"
64,False,True,0.08,uniform,"(28, 1)"
251,False,False,0.08,uniform,"(28, 28)"
158,False,True,0.08,uniform,"(1, 28)"
152,False,True,0.08,uniform,"(28, 1)"
26,False,True,0.08,uniform,"(28, 28)"
91,True,False,0.08,uniform,"(1, 28)"
162,False,True,0.08,uniform,"(28, 1)"
72,False,True,0.08,uniform,"(28, 28)"
85,False,True,0.08,uniform,"(1, 28)"
63,True,False,0.08,uniform,"(28, 1)"
119,False,True,0.08,uniform,"(28, 28)"
46,False,True,0.08,uniform,"(1, 28)"
251,False,False,0.08,uniform,"(28, 1)"
148,False,True,0.08,uniform,"(28, 28)"
62,False,True,0.08,uniform,"(1, 28)"
70,False,True,0.08,uniform,"(28, 1)"
251,False,False,0.08,uniform,"(28, 28)"
80,False,True,0.08,uniform,"(1, 28)"
190,False,True,0.08,uniform,"(28, 1)"
68,False,True,0.08,uniform,"(28, 28)"
33,False,True,0.08,uniform,"(1, 28)"
119,False,True,0.08,uniform,"(28, 1)"
43,False,True,0.08,uniform,"(28, 28)"
251,False,False,0.08,uniform,"(1, 28)"
89,False,True,0.08,uniform,"(28, 1)"
148,False,True,0.08,uniform,"(28, 28)"
84,False,True,0.08,uniform,"(1, 28)"
130,False,True,0.08,uniform,"(28, 1)"
98,False,True,0.08,uniform,"(28, 28)"
83,False,True,0.08,uniform,"(1, 28)"
30,True,False,0.08,uniform,"(28, 1)"
33,False,True,0.08,uniform,"(28, 28)"
115,False,True,0.08,uniform,"(1, 28)"
89,False,True,0.08,uniform,"(28, 1)"
74,False,True,0.08,uniform,"(28, 28)"
10,False,True,0.08,straight_focus,"(1, 28)"
200,False,True,0.08,straight_focus,"(28, 1)"
38,False,True,0.08,straight_focus,"(28, 28)"
93,True,False,0.08,straight_focus,"(1, 28)"
64,True,False,0.08,straight_focus,"(28, 1)"
38,False,True,0.08,straight_focus,"(28, 28)"
108,False,True,0.08,straight_focus,"(1, 28)"
24,False,True,0.08,straight_focus,"(28, 1)"
51,False,True,0.08,straight_focus,"(28, 28)"
21,False,True,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
46,False,True,0.08,straight_focus,"(28, 28)"
54,False,True,0.08,straight_focus,"(1, 28)"
48,False,True,0.08,straight_focus,"(28, 1)"
15,False,True,0.08,straight_focus,"(28, 28)"
17,False,True,0.08,straight_focus,"(1, 28)"
176,False,True,0.08,straight_focus,"(28, 1)"
41,False,True,0.08,straight_focus,"(28, 28)"
107,False,True,0.08,straight_focus,"(1, 28)"
227,True,False,0.08,straight_focus,"(28, 1)"
167,False,True,0.08,straight_focus,"(28, 28)"
168,False,True,0.08,straight_focus,"(1, 28)"
219,False,True,0.08,straight_focus,"(28, 1)"
53,False,True,0.08,straight_focus,"(28, 28)"
51,False,True,0.08,straight_focus,"(1, 28)"
133,False,True,0.08,straight_focus,"(28, 1)"
52,False,True,0.08,straight_focus,"(28, 28)"
113,False,True,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
38,False,True,0.08,straight_focus,"(28, 28)"
46,False,True,0.08,straight_focus,"(1, 28)"
118,False,True,0.08,straight_focus,"(28, 1)"
109,True,False,0.08,straight_focus,"(28, 28)"
85,True,False,0.08,straight_focus,"(1, 28)"
106,False,True,0.08,straight_focus,"(28, 1)"
85,False,True,0.08,straight_focus,"(28, 28)"
97,False,True,0.08,straight_focus,"(1, 28)"
58,True,False,0.08,straight_focus,"(28, 1)"
251,False,False,0.08,straight_focus,"(28, 28)"
60,True,False,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
32,False,True,0.08,straight_focus,"(28, 28)"
88,True,False,0.08,straight_focus,"(1, 28)"
30,False,True,0.08,straight_focus,"(28, 1)"
27,False,True,0.08,straight_focus,"(28, 28)"
82,False,True,0.08,straight_focus,"(1, 28)"
242,False,True,0.08,straight_focus,"(28, 1)"
218,True,False,0.08,straight_focus,"(28, 28)"
32,False,True,0.08,straight_focus,"(1, 28)"
68,False,True,0.08,straight_focus,"(28, 1)"
90,False,True,0.08,straight_focus,"(28, 28)"
8,False,True,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
110,True,False,0.08,straight_focus,"(28, 28)"
87,False,True,0.08,straight_focus,"(1, 28)"
64,True,False,0.08,straight_focus,"(28, 1)"
128,False,True,0.08,straight_focus,"(28, 28)"
142,False,True,0.08,straight_focus,"(1, 28)"
98,False,True,0.08,straight_focus,"(28, 1)"
53,False,True,0.08,straight_focus,"(28, 28)"
65,False,True,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
251,False,False,0.08,straight_focus,"(28, 28)"
108,False,True,0.08,straight_focus,"(1, 28)"
57,True,False,0.08,straight_focus,"(28, 1)"
85,False,True,0.08,straight_focus,"(28, 28)"
126,False,True,0.08,straight_focus,"(1, 28)"
166,False,True,0.08,straight_focus,"(28, 1)"
44,False,True,0.08,straight_focus,"(28, 28)"
88,False,True,0.08,straight_focus,"(1, 28)"
44,False,True,0.08,straight_focus,"(28, 1)"
101,False,True,0.08,straight_focus,"(28, 28)"
75,False,True,0.08,straight_focus,"(1, 28)"
83,False,True,0.08,straight_focus,"(28, 1)"
216,False,True,0.08,straight_focus,"(28, 28)"
85,False,True,0.08,straight_focus,"(1, 28)"
211,False,True,0.08,straight_focus,"(28, 1)"
130,False,True,0.08,straight_focus,"(28, 28)"
8,False,True,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
90,False,True,0.08,straight_focus,"(28, 28)"
251,False,False,0.08,straight_focus,"(1, 28)"
126,False,True,0.08,straight_focus,"(28, 1)"
68,False,True,0.08,straight_focus,"(28, 28)"
72,False,True,0.08,straight_focus,"(1, 28)"
186,False,True,0.08,straight_focus,"(28, 1)"
99,False,True,0.08,straight_focus,"(28, 28)"
159,True,False,0.08,straight_focus,"(1, 28)"
251,False,False,0.08,straight_focus,"(28, 1)"
159,False,True,0.08,straight_focus,"(28, 28)"
8,False,True,0.08,cautious,"(1, 28)"
57,False,True,0.08,cautious,"(28, 1)"
20,False,True,0.08,cautious,"(28, 28)"
95,False,True,0.08,cautious,"(1, 28)"
187,False,True,0.08,cautious,"(28, 1)"
251,False,False,0.08,cautious,"(28, 28)"
95,False,True,0.08,cautious,"(1, 28)"
123,False,True,0.08,cautious,"(28, 1)"
181,False,True,0.08,cautious,"(28, 28)"
251,False,False,0.08,cautious,"(1, 28)"
66,False,True,0.08,cautious,"(28, 1)"
113,False,True,0.08,cautious,"(28, 28)"
70,True,False,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
124,False,True,0.08,cautious,"(28, 28)"
72,False,True,0.08,cautious,"(1, 28)"
209,False,True,0.08,cautious,"(28, 1)"
114,False,True,0.08,cautious,"(28, 28)"
178,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
251,False,False,0.08,cautious,"(28, 28)"
161,False,True,0.08,cautious,"(1, 28)"
20,False,True,0.08,cautious,"(28, 1)"
68,False,True,0.08,cautious,"(28, 28)"
26,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
113,False,True,0.08,cautious,"(28, 28)"
61,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
48,False,True,0.08,cautious,"(28, 28)"
112,False,True,0.08,cautious,"(1, 28)"
215,False,True,0.08,cautious,"(28, 1)"
251,False,False,0.08,cautious,"(28, 28)"
36,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
4,False,True,0.08,cautious,"(28, 28)"
183,False,True,0.08,cautious,"(1, 28)"
92,True,False,0.08,cautious,"(28, 1)"
251,False,False,0.08,cautious,"(28, 28)"
79,False,True,0.08,cautious,"(1, 28)"
77,False,True,0.08,cautious,"(28, 1)"
94,False,True,0.08,cautious,"(28, 28)"
113,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
43,False,True,0.08,cautious,"(28, 28)"
63,False,True,0.08,cautious,"(1, 28)"
38,False,True,0.08,cautious,"(28, 1)"
107,False,True,0.08,cautious,"(28, 28)"
103,False,True,0.08,cautious,"(1, 28)"
156,False,True,0.08,cautious,"(28, 1)"
9,False,True,0.08,cautious,"(28, 28)"
251,False,False,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
11,False,True,0.08,cautious,"(28, 28)"
78,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
140,False,True,0.08,cautious,"(28, 28)"
128,False,True,0.08,cautious,"(1, 28)"
71,True,False,0.08,cautious,"(28, 1)"
88,False,True,0.08,cautious,"(28, 28)"
89,False,True,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
56,False,True,0.08,cautious,"(28, 28)"
19,False,True,0.08,cautious,"(1, 28)"
156,False,True,0.08,cautious,"(28, 1)"
101,False,True,0.08,cautious,"(28, 28)"
96,False,True,0.08,cautious,"(1, 28)"
86,False,True,0.08,cautious,"(28, 1)"
73,False,True,0.08,cautious,"(28, 28)"
118,True,False,0.08,cautious,"(1, 28)"
134,False,True,0.08,cautious,"(28, 1)"
87,False,True,0.08,cautious,"(28, 28)"
163,False,True,0.08,cautious,"(1, 28)"
76,False,True,0.08,cautious,"(28, 1)"
134,False,True,0.08,cautious,"(28, 28)"
227,False,True,0.08,cautious,"(1, 28)"
139,True,False,0.08,cautious,"(28, 1)"
25,False,True,0.08,cautious,"(28, 28)"
60,False,True,0.08,cautious,"(1, 28)"
69,False,True,0.08,cautious,"(28, 1)"
84,False,True,0.08,cautious,"(28, 28)"
251,False,False,0.08,cautious,"(1, 28)"
251,False,False,0.08,cautious,"(28, 1)"
109,False,True,0.08,cautious,"(28, 28)"
139,False,True,0.08,cautious,"(1, 28)"
135,False,True,0.08,cautious,"(28, 1)"
51,False,True,0.08,cautious,"(28, 28)"
40,False,True,0.08,cautious,"(1, 28)"
145,False,True,0.08,cautious,"(28, 1)"
128,False,True,0.08,cautious,"(28, 28)"
